Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,Manipulation: Randomise questionnaire elements?,Question Key,Response,randomiser-mq2e,branch-s3b7,branch-dgjt
39,1754401871807,05/08/2025 13:51,1754401871447,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 19 -quantised,2,probe_selfreport,Eligible,Voucher
40,1754401871807,05/08/2025 13:51,1754401871447,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 20,Slightly Disagree,probe_selfreport,Eligible,Voucher
41,1754401871807,05/08/2025 13:51,1754401871447,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 20-quantised,3,probe_selfreport,Eligible,Voucher
42,1754401871807,05/08/2025 13:51,1754401871447,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 21,Definitely Agree,probe_selfreport,Eligible,Voucher
43,1754401871900,05/08/2025 13:51,1754401871447,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 21-quantised,1,probe_selfreport,Eligible,Voucher
44,1754401871900,05/08/2025 13:51,1754401871447,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 22,Slightly Disagree,probe_selfreport,Eligible,Voucher
45,1754401871900,05/08/2025 13:51,1754401871447,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 22-quantised,3,probe_selfreport,Eligible,Voucher
46,1754401871900,05/08/2025 13:51,1754401871447,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 23 ,Definitely Disagree,probe_selfreport,Eligible,Voucher
47,1754401871900,05/08/2025 13:51,1754401871447,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 23 -quantised,4,probe_selfreport,Eligible,Voucher
48,1754401871900,05/08/2025 13:51,1754401871447,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 24,Definitely Disagree,probe_selfreport,Eligible,Voucher
49,1754401871900,05/08/2025 13:51,1754401871447,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 24-quantised,4,probe_selfreport,Eligible,Voucher
50,1754401871900,05/08/2025 13:51,1754401871448,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 25,Slightly Disagree,probe_selfreport,Eligible,Voucher
51,1754401871900,05/08/2025 13:51,1754401871448,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 25-quantised,3,probe_selfreport,Eligible,Voucher
52,1754401871900,05/08/2025 13:51,1754401871448,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 26 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
53,1754401871900,05/08/2025 13:51,1754401871448,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 26 -quantised,3,probe_selfreport,Eligible,Voucher
54,1754401871900,05/08/2025 13:51,1754401871448,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 27 ,Slightly Agree,probe_selfreport,Eligible,Voucher
55,1754401871900,05/08/2025 13:51,1754401871448,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 27 -quantised,2,probe_selfreport,Eligible,Voucher
56,1754401871900,05/08/2025 13:51,1754401871448,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 28,Slightly Agree,probe_selfreport,Eligible,Voucher
57,1754401871900,05/08/2025 13:51,1754401871448,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 28-quantised,2,probe_selfreport,Eligible,Voucher
58,1754401871900,05/08/2025 13:51,1754401871448,1,05/08/2025 14:51,234742,9,questionnaire-opi6,,48534024,BLINDED,13925040,,complete,,,computer,Desktop or Laptop,Mac OS 10.15.7,Safari 18.1.1,1440x900,1440x820,,,,The Autism Spectrum Quotient Adult's Version,2,No,END QUESTIONNAIRE,197448,probe_selfreport,Eligible,Voucher
1,1754409324656,05/08/2025 15:55,1754409324576,1,05/08/2025 16:55,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1920x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,BEGIN QUESTIONNAIRE,,probe_selfreport,Eligible,Voucher
2,1754409405685,05/08/2025 15:56,1754409405633,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 1 ,Definitely Agree,probe_selfreport,Eligible,Voucher
3,1754409405756,05/08/2025 15:56,1754409405636,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 1 -quantised,1,probe_selfreport,Eligible,Voucher
4,1754409405756,05/08/2025 15:56,1754409405637,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 2 ,Definitely Disagree,probe_selfreport,Eligible,Voucher
5,1754409405756,05/08/2025 15:56,1754409405637,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 2 -quantised,4,probe_selfreport,Eligible,Voucher
6,1754409405756,05/08/2025 15:56,1754409405637,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 3 ,Definitely Agree,probe_selfreport,Eligible,Voucher
7,1754409405756,05/08/2025 15:56,1754409405637,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 3 -quantised,1,probe_selfreport,Eligible,Voucher
8,1754409405756,05/08/2025 15:56,1754409405637,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 4 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
9,1754409405756,05/08/2025 15:56,1754409405637,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 4 -quantised,3,probe_selfreport,Eligible,Voucher
10,1754409405756,05/08/2025 15:56,1754409405638,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 5,Definitely Agree,probe_selfreport,Eligible,Voucher
11,1754409405756,05/08/2025 15:56,1754409405638,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 5-quantised,1,probe_selfreport,Eligible,Voucher
12,1754409405756,05/08/2025 15:56,1754409405638,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 6 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
13,1754409405756,05/08/2025 15:56,1754409405638,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 6 -quantised,3,probe_selfreport,Eligible,Voucher
14,1754409405756,05/08/2025 15:56,1754409405639,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 7,Slightly Disagree,probe_selfreport,Eligible,Voucher
15,1754409405756,05/08/2025 15:56,1754409405639,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 7-quantised,3,probe_selfreport,Eligible,Voucher
16,1754409405756,05/08/2025 15:56,1754409405639,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 8 ,Definitely Agree,probe_selfreport,Eligible,Voucher
17,1754409405756,05/08/2025 15:56,1754409405639,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 8 -quantised,1,probe_selfreport,Eligible,Voucher
18,1754409405756,05/08/2025 15:56,1754409405640,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 9 ,Slightly Agree,probe_selfreport,Eligible,Voucher
19,1754409405756,05/08/2025 15:56,1754409405640,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 9 -quantised,2,probe_selfreport,Eligible,Voucher
20,1754409405756,05/08/2025 15:56,1754409405640,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 10 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
21,1754409405756,05/08/2025 15:56,1754409405640,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 10 -quantised,3,probe_selfreport,Eligible,Voucher
22,1754409405756,05/08/2025 15:56,1754409405640,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 11 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
23,1754409405808,05/08/2025 15:56,1754409405641,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 11 -quantised,3,probe_selfreport,Eligible,Voucher
24,1754409405808,05/08/2025 15:56,1754409405641,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 12 ,Definitely Disagree,probe_selfreport,Eligible,Voucher
25,1754409405808,05/08/2025 15:56,1754409405641,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 12 -quantised,4,probe_selfreport,Eligible,Voucher
26,1754409405808,05/08/2025 15:56,1754409405641,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 13 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
27,1754409405808,05/08/2025 15:56,1754409405642,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 13 -quantised,3,probe_selfreport,Eligible,Voucher
28,1754409405808,05/08/2025 15:56,1754409405642,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 14 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
29,1754409405808,05/08/2025 15:56,1754409405642,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 14 -quantised,3,probe_selfreport,Eligible,Voucher
30,1754409405808,05/08/2025 15:56,1754409405642,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 15 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
31,1754409405808,05/08/2025 15:56,1754409405643,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 15 -quantised,3,probe_selfreport,Eligible,Voucher
32,1754409405808,05/08/2025 15:56,1754409405643,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 16,Slightly Agree,probe_selfreport,Eligible,Voucher
33,1754409405808,05/08/2025 15:56,1754409405643,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 16-quantised,2,probe_selfreport,Eligible,Voucher
34,1754409405808,05/08/2025 15:56,1754409405644,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 17,Slightly Agree,probe_selfreport,Eligible,Voucher
35,1754409405808,05/08/2025 15:56,1754409405644,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 17-quantised,2,probe_selfreport,Eligible,Voucher
36,1754409405808,05/08/2025 15:56,1754409405644,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 18,Slightly Agree,probe_selfreport,Eligible,Voucher
37,1754409405808,05/08/2025 15:56,1754409405644,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 18-quantised,2,probe_selfreport,Eligible,Voucher
38,1754409405808,05/08/2025 15:56,1754409405645,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 19 ,Definitely Disagree,probe_selfreport,Eligible,Voucher
39,1754409405808,05/08/2025 15:56,1754409405645,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 19 -quantised,4,probe_selfreport,Eligible,Voucher
40,1754409405808,05/08/2025 15:56,1754409405646,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 20,Slightly Agree,probe_selfreport,Eligible,Voucher
41,1754409405808,05/08/2025 15:56,1754409405646,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 20-quantised,2,probe_selfreport,Eligible,Voucher
42,1754409405808,05/08/2025 15:56,1754409405646,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 21,Definitely Disagree,probe_selfreport,Eligible,Voucher
43,1754409405890,05/08/2025 15:56,1754409405647,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 21-quantised,4,probe_selfreport,Eligible,Voucher
44,1754409405890,05/08/2025 15:56,1754409405647,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 22,Slightly Disagree,probe_selfreport,Eligible,Voucher
45,1754409405890,05/08/2025 15:56,1754409405648,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 22-quantised,3,probe_selfreport,Eligible,Voucher
46,1754409405890,05/08/2025 15:56,1754409405648,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 23 ,Slightly Disagree,probe_selfreport,Eligible,Voucher
47,1754409405890,05/08/2025 15:56,1754409405648,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 23 -quantised,3,probe_selfreport,Eligible,Voucher
48,1754409405890,05/08/2025 15:56,1754409405649,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 24,Definitely Disagree,probe_selfreport,Eligible,Voucher
49,1754409405890,05/08/2025 15:56,1754409405649,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 24-quantised,4,probe_selfreport,Eligible,Voucher
50,1754409405890,05/08/2025 15:56,1754409405649,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 25,Definitely Disagree,probe_selfreport,Eligible,Voucher
51,1754409405890,05/08/2025 15:56,1754409405650,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 25-quantised,4,probe_selfreport,Eligible,Voucher
52,1754409405890,05/08/2025 15:56,1754409405650,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 26 ,Definitely Disagree,probe_selfreport,Eligible,Voucher
53,1754409405890,05/08/2025 15:56,1754409405651,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 26 -quantised,4,probe_selfreport,Eligible,Voucher
54,1754409405890,05/08/2025 15:56,1754409405651,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 27 ,Definitely Disagree,probe_selfreport,Eligible,Voucher
55,1754409405890,05/08/2025 15:56,1754409405652,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 27 -quantised,4,probe_selfreport,Eligible,Voucher
56,1754409405890,05/08/2025 15:56,1754409405652,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 28,Definitely Disagree,probe_selfreport,Eligible,Voucher
57,1754409405890,05/08/2025 15:56,1754409405652,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,question 28-quantised,4,probe_selfreport,Eligible,Voucher
58,1754409405890,05/08/2025 15:56,1754409405653,1,05/08/2025 16:56,234742,9,questionnaire-opi6,,48536585,BLINDED,13925905,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 138.0.0.0,1920x1200,1905x1039,,,,The Autism Spectrum Quotient Adult's Version,2,No,END QUESTIONNAIRE,81077,probe_selfreport,Eligible,Voucher
